id,createdAt,updatedAt,handle,name,teamId,type,isAssistant
19,2020-11-03 19:17:17.941,2020-11-03 19:17:17.942,1629412,Dan Liburd,3,Assistant Coach,2
21,2020-11-03 19:17:17.942,2020-11-03 19:17:17.943,1627510,Travon Bryant,3,Assistant Coach,2
22,2020-11-03 19:17:17.943,2020-11-03 19:17:17.944,1628766,Lloyd Beckett,3,Trainer,3
23,2020-11-03 19:17:17.946,2020-11-03 19:17:17.946,202588,Jacque Vaughn,3,Lead Assistant Coach,13
24,2020-11-03 19:17:17.948,2020-11-03 19:17:17.948,203152,Ime Udoka,3,Assistant Coach,2
25,2020-11-03 19:17:17.949,2020-11-03 19:17:17.95,1627877,Jordan Ott,3,Assistant Coach,2
26,2020-11-03 19:17:17.954,2020-11-03 19:17:17.955,203596,Bret Brielmaier,3,Assistant Coach,2
28,2020-11-03 19:17:17.957,2020-11-03 19:17:17.958,203550,Sebastien Poirier,3,Trainer,3
27,2020-11-03 19:17:17.959,2020-11-03 19:17:17.959,201168,Tiago Splitter,3,Assistant Coach for Player Development,12
30,2020-11-03 19:17:19.808,2020-11-03 19:17:19.808,203753,Ronald Nored,4,Assistant Coach,2
29,2020-11-03 19:17:19.807,2020-11-03 19:17:19.808,202602,Chad Iske,4,Assistant Coach,2
31,2020-11-03 19:17:19.808,2020-11-03 19:17:19.809,201666,Dennis Williams,4,Assistant Trainer,4
32,2020-11-03 19:17:19.807,2020-11-03 19:17:19.807,202435,James Borrego,4,Head Coach,1
33,2020-11-03 19:17:19.827,2020-11-03 19:17:19.828,2472,Jay Triano,4,Assistant Coach,2
34,2020-11-03 19:17:19.83,2020-11-03 19:17:19.831,101278,Joe Sharpe,4,Trainer,3
35,2020-11-03 19:17:19.832,2020-11-03 19:17:19.832,204035,Jay Hernandez,4,Assistant Coach,2
36,2020-11-03 19:17:23.054,2020-11-03 19:17:23.055,204031,Joshua Longstaff,5,Assistant Coach,2
38,2020-11-03 19:17:23.053,2020-11-03 19:17:23.054,2394,Pete Myers,5,Assistant Coach,2
37,2020-11-03 19:17:23.052,2020-11-03 19:17:23.053,1627310,Billy Donovan,5,Head Coach,1
39,2020-11-03 19:17:23.055,2020-11-03 19:17:23.056,203809,Shawn Respert,5,Assistant Coach,2
40,2020-11-03 19:17:23.077,2020-11-03 19:17:23.078,1627604,Chris Fleming,5,Assistant Coach,2
41,2020-11-03 19:17:23.079,2020-11-03 19:17:23.079,2511,Mike Wilhelm,5,Assistant Coach,2
42,2020-11-03 19:17:23.081,2020-11-03 19:17:23.081,1312,Maurice Cheeks,5,Assistant Coach,2
43,2020-11-03 19:17:25.498,2020-11-03 19:17:25.499,2794,JB Bickerstaff,6,Head Coach,1
44,2020-11-03 19:17:25.499,2020-11-03 19:17:25.5,202565,Mike Gerrity,6,Assistant Coach,2
45,2020-11-03 19:17:25.5,2020-11-03 19:17:25.501,1629110,Dan Geriot,6,Assistant Coach,2
46,2020-11-03 19:17:25.501,2020-11-03 19:17:25.502,1629710,Lindsay Gottlieb,6,Assistant Coach,2
47,2020-11-03 19:17:25.503,2020-11-03 19:17:25.504,1800,Damon Jones,6,Assistant Coach,2
48,2020-11-03 19:17:25.506,2020-11-03 19:17:25.506,204023,James Posey,6,Assistant Coach,2
49,2020-11-03 19:17:25.508,2020-11-03 19:17:25.508,204238,Antonio Lang,6,Assistant Coach,2
50,2020-11-03 19:17:25.509,2020-11-03 19:17:25.509,204286,Stephen Spiro,6,Trainer,3
51,2020-11-03 19:17:27.099,2020-11-03 19:17:27.1,1320,Rick Carlisle,7,Head Coach,1
52,2020-11-03 19:17:27.1,2020-11-03 19:17:27.101,2152,Stephen Silas,7,Assistant Coach,2
53,2020-11-03 19:17:27.101,2020-11-03 19:17:27.102,202599,Darrell Armstrong,7,Assistant Coach,2
54,2020-11-03 19:17:27.102,2020-11-03 19:17:27.102,2871,Dionne Calhoun,7,Assistant Trainer,4
55,2020-11-03 19:17:27.105,2020-11-03 19:17:27.106,1628782,Mike Weinar,7,Assistant Coach,2
56,2020-11-03 19:17:27.107,2020-11-03 19:17:27.108,202427,Jamahl Mosley,7,Assistant Coach,2
57,2020-11-03 19:17:27.109,2020-11-03 19:17:27.109,2868,Casey Smith,7,Trainer,3
58,2020-11-03 19:17:28.954,2020-11-03 19:17:28.955,2610,Michael Malone,8,Head Coach,1
59,2020-11-03 19:17:28.955,2020-11-03 19:17:28.955,202430,Mark Price,8,Assistant Coach,2
60,2020-11-03 19:17:28.955,2020-11-03 19:17:28.956,203600,David Adelman,8,Assistant Coach,2
61,2020-11-03 19:17:28.956,2020-11-03 19:17:28.957,203391,Ryan Bowen,8,Assistant Coach,2
63,2020-11-03 19:17:28.958,2020-11-03 19:17:28.959,203165,Bob Weiss,8,Assistant Coach,2
62,2020-11-03 19:17:28.957,2020-11-03 19:17:28.958,1627167,Dan Shimensky,8,Trainer,3
64,2020-11-03 19:17:28.976,2020-11-03 19:17:28.976,1018,Wes Unseld,8,Assistant Coach,2
65,2020-11-03 19:17:28.977,2020-11-03 19:17:28.978,203759,Jordi Fernandez,8,Assistant Coach,2
66,2020-11-03 19:17:28.979,2020-11-03 19:17:28.979,202894,Charles Klask,8,Assistant Coach,2
67,2020-11-03 19:17:30.835,2020-11-03 19:17:30.836,1335,Dwane Casey,9,Head Coach,1
68,2020-11-03 19:17:30.835,2020-11-03 19:17:30.836,1226,Sidney Lowe,9,Assistant Coach,2
69,2020-11-03 19:17:30.836,2020-11-03 19:17:30.837,1336,Tim Grgurich,9,Assistant Coach,2
70,2020-11-03 19:17:30.836,2020-11-03 19:17:30.837,201678,Jim Scholler,9,Trainer,3
71,2020-11-03 19:17:30.838,2020-11-03 19:17:30.838,204230,Tim Hardaway,9,Assistant Coach,2
72,2020-11-03 19:17:30.843,2020-11-03 19:17:30.844,204085,Sean Sweeney,9,Assistant Coach,2
73,2020-11-03 19:17:30.847,2020-11-03 19:17:30.847,202101,Micah Nori,9,Assistant Coach,2
74,2020-11-03 19:17:32.981,2020-11-03 19:17:32.981,204005,Steve Kerr,10,Head Coach,1
75,2020-11-03 19:17:32.981,2020-11-03 19:17:32.982,1658,Mike Brown,10,Assistant Coach,2
76,2020-11-03 19:17:32.982,2020-11-03 19:17:32.982,204260,Bruce Fraser,10,Assistant Coach,2
77,2020-11-03 19:17:32.982,2020-11-03 19:17:32.983,1627666,Chris DeMarco,10,Assistant Coach for Player Development,12
78,2020-11-03 19:17:32.983,2020-11-03 19:17:32.984,1796,Ron Adams,10,Assistant Coach,2
79,2020-11-03 19:17:32.985,2020-11-03 19:17:32.985,204239,Jarron Collins,10,Assistant Coach,2
80,2020-11-03 19:17:32.986,2020-11-03 19:17:32.986,1628227,Drew Yoder,10,Trainer,3
81,2020-11-03 19:17:34.959,2020-11-03 19:17:34.96,1628180,Dan Hartfield,11,Assistant Coach,2
82,2020-11-03 19:17:34.961,2020-11-03 19:17:34.962,1786,John Lucas,11,Assistant Coach,2
84,2020-11-03 19:17:34.96,2020-11-03 19:17:34.961,202897,Brett Gunning,11,Assistant Coach,2
94,2020-11-03 19:17:38.853,2020-11-03 19:17:38.853,203243,Casey Hill,13,Assistant Coach,2
97,2020-11-03 19:17:38.855,2020-11-03 19:17:38.856,101280,John Welch,13,Assistant Coach,2
101,2020-11-03 19:17:38.859,2020-11-03 19:17:38.859,1672,Rex Kalamian,13,Assistant Coach,2
104,2020-11-03 19:17:40.961,2020-11-03 19:17:40.961,1628472,Miles Simon,14,Assistant Coach,2
126,2020-11-03 19:17:47.704,2020-11-03 19:17:47.704,1371,Mike Budenholzer,17,Head Coach,1
130,2020-11-03 19:17:47.707,2020-11-03 19:17:47.707,1628784,Pat St. Andrews,17,Assistant Coach,2
145,2020-11-03 19:17:52.05,2020-11-03 19:17:52.051,2008,Aaron Nelson,19,Trainer,3
147,2020-11-03 19:17:52.052,2020-11-03 19:17:52.053,2630,Bob Beyer,19,Assistant Coach,2
149,2020-11-03 19:17:52.056,2020-11-03 19:17:52.056,1629432,Todd Campbell,19,Assistant Trainer,4
152,2020-11-03 19:17:54.238,2020-11-03 19:17:54.239,1628179,Royal Ivey,20,Assistant Coach,2
156,2020-11-03 19:17:54.241,2020-11-03 19:17:54.242,1627939,Jud Buechler,20,Assistant Coach,2
160,2020-11-03 19:17:54.254,2020-11-03 19:17:54.255,1370,Roger Hinds,20,Trainer,3
162,2020-11-03 19:17:56.08,2020-11-03 19:17:56.08,1629758,Dave Bliss,21,Assistant Coach,2
191,2020-11-03 19:18:03.5,2020-11-03 19:18:03.5,203170,Dale Osbourne,25,Assistant Coach,2
194,2020-11-03 19:18:03.503,2020-11-03 19:18:03.503,203782,Chris Stackpole,25,Assistant Coach,2
196,2020-11-03 19:18:03.505,2020-11-03 19:18:03.505,101272,Geoff Clark,25,Trainer,3
203,2020-11-03 19:18:06.653,2020-11-03 19:18:06.654,873,Gregg Popovich,27,Head Coach,1
212,2020-11-03 19:18:08.083,2020-11-03 19:18:08.084,1356,Scott McCullough,28,Trainer,3
219,2020-11-03 19:18:09.83,2020-11-03 19:18:09.831,101203,Eric Waters,29,Trainer,3
227,2020-11-03 19:18:11.233,2020-11-03 19:18:11.233,203601,Mike Terpstra,30,Assistant Coach,2
229,2020-11-03 19:18:11.236,2020-11-03 19:18:11.237,201665,MIke Longabardi,30,Assistant Coach,2
231,2020-11-03 19:18:11.239,2020-11-03 19:18:11.239,1629411,Jeff Bangs,30,Trainer,3
85,2020-11-03 19:17:34.977,2020-11-03 19:17:34.977,1322,Elston Turner,11,Assistant Coach,2
87,2020-11-03 19:17:34.983,2020-11-03 19:17:34.984,203241,Matt Brase,11,Assistant Coach,2
93,2020-11-03 19:17:38.852,2020-11-03 19:17:38.853,202978,Tyronn Lue,13,Head Coach,1
96,2020-11-03 19:17:38.854,2020-11-03 19:17:38.855,2814,Brendan O'Connor,13,Assistant Coach,2
100,2020-11-03 19:17:38.857,2020-11-03 19:17:38.858,202893,Dee Brown,13,Assistant Coach,2
111,2020-11-03 19:17:42.757,2020-11-03 19:17:42.758,203624,Taylor Jenkins,15,Head Coach,1
127,2020-11-03 19:17:47.704,2020-11-03 19:17:47.705,203005,Darvin Ham,17,Assistant Coach,2
132,2020-11-03 19:17:47.71,2020-11-03 19:17:47.711,201692,Scott Faust,17,Trainer,3
177,2020-11-03 19:17:59.992,2020-11-03 19:17:59.992,974,Joseph Blair,23,Assistant Coach,2
179,2020-11-03 19:17:59.995,2020-11-03 19:17:59.995,201220,David Joerger,23,Assistant Coach,2
181,2020-11-03 19:17:59.998,2020-11-03 19:17:59.999,1360,Kevin Johnson,23,Trainer,3
189,2020-11-03 19:18:03.499,2020-11-03 19:18:03.499,1337,Terry Stotts,25,Head Coach,1
199,2020-11-03 19:18:04.954,2020-11-03 19:18:04.954,203167,Joe Resendez,26,Trainer,3
201,2020-11-03 19:18:04.977,2020-11-03 19:18:04.978,1629711,Roy Rana,26,Assistant Coach,2
88,2020-11-03 19:17:36.707,2020-11-03 19:17:36.707,201675,Carl Eaton,12,Assistant Trainer,4
106,2020-11-03 19:17:40.96,2020-11-03 19:17:40.96,2345,Frank Vogel,14,Head Coach,1
112,2020-11-03 19:17:42.757,2020-11-03 19:17:42.758,1629885,Niele Ivey,15,Assistant Coach,2
121,2020-11-03 19:17:44.157,2020-11-03 19:17:44.158,1281,Jay Sabol,16,Trainer,3
125,2020-11-03 19:17:44.179,2020-11-03 19:17:44.179,204226,Chris Quinn,16,Assistant Coach for Player Development,12
143,2020-11-03 19:17:52.049,2020-11-03 19:17:52.049,1279,Jeff Bzdelik,19,Associate Head Coach,9
153,2020-11-03 19:17:54.239,2020-11-03 19:17:54.239,201696,Kaleb Canales,20,Assistant Coach,2
163,2020-11-03 19:17:56.08,2020-11-03 19:17:56.081,202859,David Akinyooye,21,Assistant Coach,2
165,2020-11-03 19:17:56.083,2020-11-03 19:17:56.083,2366,Mike Wilks,21,Assistant Coach,2
174,2020-11-03 19:17:59.99,2020-11-03 19:17:59.991,1941,Doc Rivers,23,Head Coach,1
178,2020-11-03 19:17:59.993,2020-11-03 19:17:59.994,2515,Dan Burke,23,Assistant Coach,2
180,2020-11-03 19:17:59.997,2020-11-03 19:17:59.998,202743,John Bryant,23,Assistant Coach,2
186,2020-11-03 19:18:01.192,2020-11-03 19:18:01.192,202111,Kevin Young,24,Assistant Coach,2
188,2020-11-03 19:18:01.194,2020-11-03 19:18:01.195,1629450,Larry Greer,24,Assistant Coach,2
89,2020-11-03 19:17:36.705,2020-11-03 19:17:36.706,201765,Nate Bjorkgren,12,Head Coach,1
107,2020-11-03 19:17:40.976,2020-11-03 19:17:40.977,2130,Mike Penberthy,14,Assistant Coach,2
110,2020-11-03 19:17:40.98,2020-11-03 19:17:40.981,203597,Phil Handy,14,Assistant Coach,2
122,2020-11-03 19:17:44.158,2020-11-03 19:17:44.159,201682,Octavio De La Grana,16,Assistant Coach for Player Development,12
124,2020-11-03 19:17:44.177,2020-11-03 19:17:44.178,204229,Malik Allen,16,Assistant Coach,2
135,2020-11-03 19:17:49.948,2020-11-03 19:17:49.949,1628772,Kevin Burleson,18,Assistant Coach,2
169,2020-11-03 19:17:57.557,2020-11-03 19:17:57.557,204013,Pat Delany,22,Assistant Coach,2
182,2020-11-03 19:18:01.189,2020-11-03 19:18:01.19,101273,Monty Williams,24,Head Coach,1
192,2020-11-03 19:18:03.5,2020-11-03 19:18:03.501,2457,Jannero Pargo,25,Assistant Coach,2
200,2020-11-03 19:18:04.976,2020-11-03 19:18:04.976,1243,Alvin Gentry,26,Associate Head Coach,9
90,2020-11-03 19:17:36.706,2020-11-03 19:17:36.706,200874,Bill Bayno,12,Assistant Coach,2
92,2020-11-03 19:17:36.73,2020-11-03 19:17:36.731,101200,Josh Corbeil,12,Trainer,3
114,2020-11-03 19:17:42.758,2020-11-03 19:17:42.759,1628234,David McClure,15,Assistant Coach,2
117,2020-11-03 19:17:42.783,2020-11-03 19:17:42.783,1630018,Eric Oetter,15,Trainer,3
170,2020-11-03 19:17:57.558,2020-11-03 19:17:57.558,2720,Ernest Eugene,22,Trainer,3
172,2020-11-03 19:17:57.577,2020-11-03 19:17:57.578,2821,Ty Corbin,22,Assistant Coach,2
176,2020-11-03 19:17:59.991,2020-11-03 19:17:59.992,202108,Sam Cassell,23,Assistant Coach,2
91,2020-11-03 19:17:36.727,2020-11-03 19:17:36.728,202434,Popeye Jones,12,Assistant Coach,2
103,2020-11-03 19:17:40.961,2020-11-03 19:17:40.962,1629748,Quinton Crawford,14,Assistant Coach,2
108,2020-11-03 19:17:40.977,2020-11-03 19:17:40.978,203456,Jason Kidd,14,Assistant Coach,2
120,2020-11-03 19:17:44.157,2020-11-03 19:17:44.157,203599,Dan Craig,16,Assistant Coach,2
138,2020-11-03 19:17:49.951,2020-11-03 19:17:49.951,203150,David Vanterpool,18,Associate Head Coach,9
98,2020-11-03 19:17:38.856,2020-11-03 19:17:38.857,1497,Chauncey Billups,13,Lead Assistant Coach,13
113,2020-11-03 19:17:42.758,2020-11-03 19:17:42.759,2086,Scoonie Penn,15,Assistant Coach,2
116,2020-11-03 19:17:42.782,2020-11-03 19:17:42.782,204011,Darko Rajakovic,15,Assistant Coach,2
129,2020-11-03 19:17:47.705,2020-11-03 19:17:47.706,2649,Chad Forcier,17,Assistant Coach,2
131,2020-11-03 19:17:47.708,2020-11-03 19:17:47.708,204225,Charles Lee,17,Assistant Coach,2
136,2020-11-03 19:17:49.949,2020-11-03 19:17:49.949,201687,Ed Pinckney,18,Assistant Coach,2
139,2020-11-03 19:17:49.952,2020-11-03 19:17:49.952,1291,Jerry Sichting,18,Assistant Coach,2
141,2020-11-03 19:17:49.955,2020-11-03 19:17:49.955,2146,Gregg Farnam,18,Trainer,3
204,2020-11-03 19:18:06.654,2020-11-03 19:18:06.654,204019,Becky Hammon,27,Assistant Coach,2
206,2020-11-03 19:18:06.661,2020-11-03 19:18:06.661,1264,Will Sevening,27,Trainer,3
210,2020-11-03 19:18:08.082,2020-11-03 19:18:08.083,201878,Adrian Griffin,28,Assistant Coach,2
216,2020-11-03 19:18:09.829,2020-11-03 19:18:09.83,202439,Quin Snyder,29,Head Coach,1
220,2020-11-03 19:18:09.831,2020-11-03 19:18:09.832,1628785,Zach Guthrie,29,Assistant Coach,2
222,2020-11-03 19:18:09.834,2020-11-03 19:18:09.834,1626233,Jeff Watkinson,29,Assistant Coach,2
225,2020-11-03 19:18:11.232,2020-11-03 19:18:11.232,1627328,Jarell Christian,30,Assistant Coach,2
102,2020-11-03 19:17:38.861,2020-11-03 19:17:38.862,2010,Jasen Powell,13,Trainer,3
123,2020-11-03 19:17:44.176,2020-11-03 19:17:44.177,203598,Juwan Howard,16,Assistant Coach,2
137,2020-11-03 19:17:49.949,2020-11-03 19:17:49.95,202109,Bryan Gates,18,Assistant Coach,2
140,2020-11-03 19:17:49.953,2020-11-03 19:17:49.954,203143,Pablo Prigioni,18,Assistant Coach,2
183,2020-11-03 19:18:01.189,2020-11-03 19:18:01.19,2581,Steve Blake,24,Assistant Coach,2
190,2020-11-03 19:18:03.499,2020-11-03 19:18:03.5,1628240,John McCullough,25,Assistant Coach,2
209,2020-11-03 19:18:08.082,2020-11-03 19:18:08.082,203606,Nick Nurse,28,Head Coach,1
213,2020-11-03 19:18:08.084,2020-11-03 19:18:08.085,1629761,Fab Flournoy,28,Assistant Coach,2
215,2020-11-03 19:18:08.087,2020-11-03 19:18:08.087,1629822,Brittni Donaldson,28,Assistant Coach,2
226,2020-11-03 19:18:11.232,2020-11-03 19:18:11.233,202105,Robert Pack,30,Assistant Coach,2
105,2020-11-03 19:17:40.96,2020-11-03 19:17:40.961,1353,Lionel Hollins,14,Assistant Coach,2
109,2020-11-03 19:17:40.978,2020-11-03 19:17:40.979,201766,Nina Hsieh,14,Trainer,3
119,2020-11-03 19:17:44.156,2020-11-03 19:17:44.157,1787,Erik Spoelstra,16,Head Coach,1
134,2020-11-03 19:17:49.948,2020-11-03 19:17:49.948,202443,Ryan Saunders,18,Head Coach,1
150,2020-11-03 19:17:54.237,2020-11-03 19:17:54.238,1301,Tom Thibodeau,20,Head Coach,1
168,2020-11-03 19:17:57.556,2020-11-03 19:17:57.556,204004,Steve Hetzel,22,Assistant Coach,2
175,2020-11-03 19:17:59.99,2020-11-03 19:17:59.991,1639,Jim O'Brien,23,Assistant Coach,2
193,2020-11-03 19:18:03.501,2020-11-03 19:18:03.502,202891,Nate Tibbetts,25,Associate Head Coach,9
195,2020-11-03 19:18:03.504,2020-11-03 19:18:03.504,1627471,Jim Moran,25,Assistant Coach,2
144,2020-11-03 19:17:52.049,2020-11-03 19:17:52.05,204235,Kevin Hanson,19,Assistant Coach,2
154,2020-11-03 19:17:54.239,2020-11-03 19:17:54.24,2815,Pat Sullivan,20,Assistant Coach,2
157,2020-11-03 19:17:54.243,2020-11-03 19:17:54.243,204008,Johnnie Bryant,20,Associate Head Coach,9
159,2020-11-03 19:17:54.248,2020-11-03 19:17:54.248,2519,Andy Greer,20,Assistant Coach,2
161,2020-11-03 19:17:56.079,2020-11-03 19:17:56.08,1627327,Mark Daigneault,21,Assistant Coach,2
167,2020-11-03 19:17:57.555,2020-11-03 19:17:57.556,2168,Steve Clifford,22,Head Coach,1
185,2020-11-03 19:18:01.19,2020-11-03 19:18:01.191,1629410,David Crewe,24,Trainer,3
187,2020-11-03 19:18:01.193,2020-11-03 19:18:01.194,1628228,Willie Green,24,Assistant Coach,2
198,2020-11-03 19:18:04.953,2020-11-03 19:18:04.954,203605,Jesse Mermuys,26,Assistant Coach,2
202,2020-11-03 19:18:04.979,2020-11-03 19:18:04.979,202985,Bobby Jackson,26,Assistant Coach for Player Development,12
207,2020-11-03 19:18:06.658,2020-11-03 19:18:06.658,2887,Chip Engelland,27,Assistant Coach,2
217,2020-11-03 19:18:09.829,2020-11-03 19:18:09.83,2820,Mark McKown,29,Assistant Coach,2
224,2020-11-03 19:18:11.231,2020-11-03 19:18:11.232,2623,Scott Brooks,30,Head Coach,1
228,2020-11-03 19:18:11.235,2020-11-03 19:18:11.236,1655,Tony Brown,30,Associate Head Coach,9
230,2020-11-03 19:18:11.238,2020-11-03 19:18:11.238,200744,Corey Gaines,30,Assistant Coach,2
83,2020-11-03 19:17:34.962,2020-11-03 19:17:34.962,202431,Jason Biles,11,Trainer,3
86,2020-11-03 19:17:34.979,2020-11-03 19:17:34.979,1257,Keith Jones,11,Trainer,3
95,2020-11-03 19:17:38.854,2020-11-03 19:17:38.854,1271,Larry Drew,13,Assistant Coach,2
99,2020-11-03 19:17:38.86,2020-11-03 19:17:38.86,2663,Armond Hill,13,Assistant Coach,2
115,2020-11-03 19:17:42.78,2020-11-03 19:17:42.781,203797,Brad Jones,15,Assistant Coach,2
118,2020-11-03 19:17:42.784,2020-11-03 19:17:42.784,202433,Vitaly Potapenko,15,Assistant Coach,2
128,2020-11-03 19:17:47.705,2020-11-03 19:17:47.705,204224,Ben Sullivan,17,Assistant Coach,2
133,2020-11-03 19:17:47.709,2020-11-03 19:17:47.71,452,Vin Baker,17,Assistant Coach,2
142,2020-11-03 19:17:52.048,2020-11-03 19:17:52.049,1277,Stan Van Gundy,19,Head Coach,1
146,2020-11-03 19:17:52.051,2020-11-03 19:17:52.052,202896,Chris Finch,19,Associate Head Coach,9
148,2020-11-03 19:17:52.054,2020-11-03 19:17:52.055,201676,Fred Vinson,19,Assistant Coach,2
151,2020-11-03 19:17:54.238,2020-11-03 19:17:54.238,1630161,Kenny Payne,20,Lead Assistant Coach,13
155,2020-11-03 19:17:54.24,2020-11-03 19:17:54.241,101269,Anthony Goenaga,20,Assistant Trainer,4
158,2020-11-03 19:17:54.246,2020-11-03 19:17:54.247,1285,Mike Woodson,20,Assistant Coach,2
164,2020-11-03 19:17:56.082,2020-11-03 19:17:56.082,1628178,Vin Bhavnani,21,Assistant Coach,2
166,2020-11-03 19:17:56.084,2020-11-03 19:17:56.085,1629423,Donnie Strack,21,Trainer,3
171,2020-11-03 19:17:57.576,2020-11-03 19:17:57.576,1627341,Mike Batiste,22,Assistant Coach,2
173,2020-11-03 19:17:57.578,2020-11-03 19:17:57.579,1627164,Bruce Kreutzer,22,Assistant Coach,2
184,2020-11-03 19:18:01.19,2020-11-03 19:18:01.191,101173,Mark Bryant,24,Assistant Coach,2
197,2020-11-03 19:18:04.953,2020-11-03 19:18:04.953,204012,Luke Walton,26,Head Coach,1
205,2020-11-03 19:18:06.655,2020-11-03 19:18:06.655,1495,Tim Duncan,27,Assistant Coach,2
208,2020-11-03 19:18:06.659,2020-11-03 19:18:06.66,1628181,Will Hardy,27,Assistant Coach,2
211,2020-11-03 19:18:08.083,2020-11-03 19:18:08.083,1629821,Jon Goodwillie,28,Assistant Coach,2
214,2020-11-03 19:18:08.085,2020-11-03 19:18:08.086,1629144,Sergio Scariolo,28,Assistant Coach,2
218,2020-11-03 19:18:09.83,2020-11-03 19:18:09.83,1997,Mike Wells,29,Assistant Coach,2
221,2020-11-03 19:18:09.833,2020-11-03 19:18:09.833,204007,Alex Jensen,29,Assistant Coach,2
223,2020-11-03 19:18:09.835,2020-11-03 19:18:09.835,101277,Brian Zettler,29,Trainer,3
